year,city,country,avg_temp,gbl_avg_temp
1946,Salvador,Brazil,24.99,8.68
1947,Salvador,Brazil,24.74,8.80
1948,Salvador,Brazil,24.69,8.75
1949,Salvador,Brazil,24.60,8.59
1950,Salvador,Brazil,24.56,8.37
1951,Salvador,Brazil,24.63,8.63
1952,Salvador,Brazil,25.06,8.64
1953,Salvador,Brazil,24.87,8.87
1954,Salvador,Brazil,24.78,8.56
1955,Salvador,Brazil,24.62,8.63
1956,Salvador,Brazil,24.66,8.28
1957,Salvador,Brazil,24.68,8.73
1958,Salvador,Brazil,25.15,8.77
1959,Salvador,Brazil,25.32,8.73
1960,Salvador,Brazil,24.97,8.58
1961,Salvador,Brazil,24.88,8.80
1962,Salvador,Brazil,24.74,8.75
1963,Salvador,Brazil,24.86,8.86
1964,Salvador,Brazil,24.67,8.41
1965,Salvador,Brazil,24.91,8.53
1966,Salvador,Brazil,24.79,8.60
1967,Salvador,Brazil,24.77,8.70
1968,Salvador,Brazil,24.23,8.52
1969,Salvador,Brazil,25.03,8.60
1970,Salvador,Brazil,24.86,8.70
1971,Salvador,Brazil,24.94,8.60
1972,Salvador,Brazil,25.26,8.50
1973,Salvador,Brazil,25.66,8.95
1974,Salvador,Brazil,24.81,8.47
1975,Salvador,Brazil,24.75,8.74
1976,Salvador,Brazil,24.84,8.35
1977,Salvador,Brazil,25.05,8.85
1978,Salvador,Brazil,24.73,8.69
1979,Salvador,Brazil,24.77,8.73
1980,Salvador,Brazil,24.92,8.98
1981,Salvador,Brazil,24.71,9.17
1982,Salvador,Brazil,25.05,8.64
1983,Salvador,Brazil,25.36,9.03
1984,Salvador,Brazil,25.40,8.69
1985,Salvador,Brazil,24.88,8.66
1986,Salvador,Brazil,25.06,8.83
1987,Salvador,Brazil,25.66,8.99
1988,Salvador,Brazil,25.18,9.20
1989,Salvador,Brazil,25.10,8.92
1990,Salvador,Brazil,25.29,9.23
1991,Salvador,Brazil,25.06,9.18
1992,Salvador,Brazil,24.97,8.84
1993,Salvador,Brazil,25.41,8.87
1994,Salvador,Brazil,25.42,9.04
1995,Salvador,Brazil,25.65,9.35
1996,Salvador,Brazil,25.45,9.04
1997,Salvador,Brazil,25.20,9.20
1998,Salvador,Brazil,26.08,9.52
1999,Salvador,Brazil,25.32,9.29
2000,Salvador,Brazil,25.35,9.20
2001,Salvador,Brazil,25.59,9.41
2002,Salvador,Brazil,25.56,9.57
2003,Salvador,Brazil,25.68,9.53
2004,Salvador,Brazil,25.37,9.32
2005,Salvador,Brazil,25.70,9.70
2006,Salvador,Brazil,25.41,9.53
2007,Salvador,Brazil,25.44,9.73
2008,Salvador,Brazil,25.54,9.43
2009,Salvador,Brazil,26.00,9.51
2010,Salvador,Brazil,25.78,9.70
2011,Salvador,Brazil,25.28,9.52
2012,Salvador,Brazil,25.65,9.51
2013,Salvador,Brazil,26.14,9.61
